movieId,title,imdbId,user_id,rating
1,Toy Story (1995),114709,308,4
1,Toy Story (1995),114709,287,5
1,Toy Story (1995),114709,148,4
1,Toy Story (1995),114709,280,4
1,Toy Story (1995),114709,66,3
1,Toy Story (1995),114709,5,4
1,Toy Story (1995),114709,109,4
1,Toy Story (1995),114709,181,3
1,Toy Story (1995),114709,95,5
1,Toy Story (1995),114709,268,3
1,Toy Story (1995),114709,189,5
1,Toy Story (1995),114709,145,3
1,Toy Story (1995),114709,158,4
1,Toy Story (1995),114709,67,3
1,Toy Story (1995),114709,232,4
1,Toy Story (1995),114709,150,4
1,Toy Story (1995),114709,289,3
1,Toy Story (1995),114709,117,4
1,Toy Story (1995),114709,49,2
1,Toy Story (1995),114709,223,4
1,Toy Story (1995),114709,56,4
1,Toy Story (1995),114709,17,4
1,Toy Story (1995),114709,340,5
1,Toy Story (1995),114709,177,3
1,Toy Story (1995),114709,194,4
1,Toy Story (1995),114709,250,4
1,Toy Story (1995),114709,213,2
1,Toy Story (1995),114709,350,4
1,Toy Story (1995),114709,348,4
1,Toy Story (1995),114709,131,4
1,Toy Story (1995),114709,106,4
1,Toy Story (1995),114709,234,3
1,Toy Story (1995),114709,43,5
1,Toy Story (1995),114709,20,3
1,Toy Story (1995),114709,246,4
1,Toy Story (1995),114709,94,4
1,Toy Story (1995),114709,279,3
1,Toy Story (1995),114709,38,5
1,Toy Story (1995),114709,128,4
1,Toy Story (1995),114709,96,5
1,Toy Story (1995),114709,203,3
1,Toy Story (1995),114709,157,5
1,Toy Story (1995),114709,311,4
1,Toy Story (1995),114709,125,4
1,Toy Story (1995),114709,286,4
1,Toy Story (1995),114709,83,4
1,Toy Story (1995),114709,301,4
1,Toy Story (1995),114709,345,3
1,Toy Story (1995),114709,18,5
1,Toy Story (1995),114709,322,2
1,Toy Story (1995),114709,64,4
1,Toy Story (1995),114709,45,5
1,Toy Story (1995),114709,247,4
1,Toy Story (1995),114709,204,2
1,Toy Story (1995),114709,271,3
1,Toy Story (1995),114709,41,4
1,Toy Story (1995),114709,274,4
1,Toy Story (1995),114709,222,4
1,Toy Story (1995),114709,15,1
1,Toy Story (1995),114709,23,5
1,Toy Story (1995),114709,141,3
1,Toy Story (1995),114709,359,4
1,Toy Story (1995),114709,374,4
1,Toy Story (1995),114709,380,4
1,Toy Story (1995),114709,10,4
1,Toy Story (1995),114709,320,3
1,Toy Story (1995),114709,160,4
1,Toy Story (1995),114709,396,4
1,Toy Story (1995),114709,339,5
1,Toy Story (1995),114709,199,1
1,Toy Story (1995),114709,422,3
1,Toy Story (1995),114709,81,4
1,Toy Story (1995),114709,42,5
1,Toy Story (1995),114709,357,5
1,Toy Story (1995),114709,26,3
1,Toy Story (1995),114709,327,4
1,Toy Story (1995),114709,200,5
1,Toy Story (1995),114709,44,4
1,Toy Story (1995),114709,256,5
1,Toy Story (1995),114709,174,3
1,Toy Story (1995),114709,97,4
1,Toy Story (1995),114709,243,4
1,Toy Story (1995),114709,101,3
1,Toy Story (1995),114709,490,3
1,Toy Story (1995),114709,242,4
1,Toy Story (1995),114709,312,5
1,Toy Story (1995),114709,325,2
1,Toy Story (1995),114709,456,2
1,Toy Story (1995),114709,347,4
1,Toy Story (1995),114709,360,3
1,Toy Story (1995),114709,450,4
1,Toy Story (1995),114709,84,2
1,Toy Story (1995),114709,198,4
1,Toy Story (1995),114709,494,3
1,Toy Story (1995),114709,525,4
1,Toy Story (1995),114709,2,4
1,Toy Story (1995),114709,62,2
1,Toy Story (1995),114709,343,5
1,Toy Story (1995),114709,298,5
1,Toy Story (1995),114709,459,4
1,Toy Story (1995),114709,407,4
1,Toy Story (1995),114709,471,4
1,Toy Story (1995),114709,535,3
1,Toy Story (1995),114709,500,4
1,Toy Story (1995),114709,512,4
1,Toy Story (1995),114709,275,4
1,Toy Story (1995),114709,252,5
1,Toy Story (1995),114709,230,5
1,Toy Story (1995),114709,249,4
1,Toy Story (1995),114709,93,5
1,Toy Story (1995),114709,514,5
1,Toy Story (1995),114709,193,4
1,Toy Story (1995),114709,484,5
1,Toy Story (1995),114709,54,4
1,Toy Story (1995),114709,75,4
1,Toy Story (1995),114709,338,3
1,Toy Story (1995),114709,13,3
1,Toy Story (1995),114709,472,5
1,Toy Story (1995),114709,541,4
1,Toy Story (1995),114709,209,5
1,Toy Story (1995),114709,144,4
1,Toy Story (1995),114709,417,4
1,Toy Story (1995),114709,454,3
1,Toy Story (1995),114709,313,4
1,Toy Story (1995),114709,202,3
1,Toy Story (1995),114709,579,4
1,Toy Story (1995),114709,447,3
1,Toy Story (1995),114709,137,3
1,Toy Story (1995),114709,508,5
1,Toy Story (1995),114709,1,5
1,Toy Story (1995),114709,569,4
1,Toy Story (1995),114709,416,5
1,Toy Story (1995),114709,291,5
1,Toy Story (1995),114709,401,2
1,Toy Story (1995),114709,479,5
1,Toy Story (1995),114709,567,3
1,Toy Story (1995),114709,561,2
1,Toy Story (1995),114709,390,5
1,Toy Story (1995),114709,162,4
1,Toy Story (1995),114709,332,4
1,Toy Story (1995),114709,363,2
1,Toy Story (1995),114709,455,4
1,Toy Story (1995),114709,394,4
1,Toy Story (1995),114709,120,4
1,Toy Story (1995),114709,297,3
1,Toy Story (1995),114709,540,3
1,Toy Story (1995),114709,231,3
1,Toy Story (1995),114709,560,4
1,Toy Story (1995),114709,379,4
1,Toy Story (1995),114709,59,2
1,Toy Story (1995),114709,99,4
1,Toy Story (1995),114709,254,3
1,Toy Story (1995),114709,533,4
1,Toy Story (1995),114709,441,5
1,Toy Story (1995),114709,292,4
1,Toy Story (1995),114709,262,3
1,Toy Story (1995),114709,483,4
1,Toy Story (1995),114709,16,5
1,Toy Story (1995),114709,592,4
1,Toy Story (1995),114709,526,5
1,Toy Story (1995),114709,307,5
1,Toy Story (1995),114709,344,3
1,Toy Story (1995),114709,649,5
1,Toy Story (1995),114709,299,3
1,Toy Story (1995),114709,324,5
1,Toy Story (1995),114709,545,5
1,Toy Story (1995),114709,517,3
1,Toy Story (1995),114709,82,4
1,Toy Story (1995),114709,658,4
1,Toy Story (1995),114709,460,2
1,Toy Story (1995),114709,622,3
1,Toy Story (1995),114709,429,3
1,Toy Story (1995),114709,73,2
1,Toy Story (1995),114709,326,3
1,Toy Story (1995),114709,330,5
1,Toy Story (1995),114709,532,5
1,Toy Story (1995),114709,470,3
1,Toy Story (1995),114709,620,5
1,Toy Story (1995),114709,263,5
1,Toy Story (1995),114709,184,4
1,Toy Story (1995),114709,577,5
1,Toy Story (1995),114709,248,3
1,Toy Story (1995),114709,699,3
1,Toy Story (1995),114709,534,5
1,Toy Story (1995),114709,505,3
1,Toy Story (1995),114709,425,2
1,Toy Story (1995),114709,691,5
1,Toy Story (1995),114709,406,4
1,Toy Story (1995),114709,432,2
1,Toy Story (1995),114709,657,3
1,Toy Story (1995),114709,305,5
1,Toy Story (1995),114709,487,5
1,Toy Story (1995),114709,77,5
1,Toy Story (1995),114709,235,4
1,Toy Story (1995),114709,151,5
1,Toy Story (1995),114709,642,5
1,Toy Story (1995),114709,708,5
1,Toy Story (1995),114709,244,4
1,Toy Story (1995),114709,735,4
1,Toy Story (1995),114709,523,5
1,Toy Story (1995),114709,749,4
1,Toy Story (1995),114709,705,5
1,Toy Story (1995),114709,636,3
1,Toy Story (1995),114709,276,5
1,Toy Story (1995),114709,635,4
1,Toy Story (1995),114709,478,4
1,Toy Story (1995),114709,381,5
1,Toy Story (1995),114709,92,4
1,Toy Story (1995),114709,467,4
1,Toy Story (1995),114709,716,5
1,Toy Story (1995),114709,763,4
1,Toy Story (1995),114709,465,4
1,Toy Story (1995),114709,613,4
1,Toy Story (1995),114709,588,4
1,Toy Story (1995),114709,676,5
1,Toy Story (1995),114709,643,5
1,Toy Story (1995),114709,562,2
1,Toy Story (1995),114709,178,4
1,Toy Story (1995),114709,677,4
1,Toy Story (1995),114709,253,5
1,Toy Story (1995),114709,697,5
1,Toy Story (1995),114709,614,5
1,Toy Story (1995),114709,798,4
1,Toy Story (1995),114709,777,4
1,Toy Story (1995),114709,637,4
1,Toy Story (1995),114709,371,4
1,Toy Story (1995),114709,290,5
1,Toy Story (1995),114709,770,5
1,Toy Story (1995),114709,618,4
1,Toy Story (1995),114709,684,4
1,Toy Story (1995),114709,89,5
1,Toy Story (1995),114709,706,4
1,Toy Story (1995),114709,6,4
1,Toy Story (1995),114709,63,3
1,Toy Story (1995),114709,674,4
1,Toy Story (1995),114709,648,5
1,Toy Story (1995),114709,65,3
1,Toy Story (1995),114709,497,4
1,Toy Story (1995),114709,731,2
1,Toy Story (1995),114709,378,4
1,Toy Story (1995),114709,655,2
1,Toy Story (1995),114709,395,5
1,Toy Story (1995),114709,835,3
1,Toy Story (1995),114709,768,5
1,Toy Story (1995),114709,402,5
1,Toy Story (1995),114709,435,5
1,Toy Story (1995),114709,134,5
1,Toy Story (1995),114709,817,4
1,Toy Story (1995),114709,761,1
1,Toy Story (1995),114709,634,3
1,Toy Story (1995),114709,807,4
1,Toy Story (1995),114709,554,3
1,Toy Story (1995),114709,790,3
1,Toy Story (1995),114709,503,5
1,Toy Story (1995),114709,486,4
1,Toy Story (1995),114709,632,3
1,Toy Story (1995),114709,804,5
1,Toy Story (1995),114709,650,3
1,Toy Story (1995),114709,831,4
1,Toy Story (1995),114709,654,4
1,Toy Story (1995),114709,493,3
